product,rating,price,product url
"Bravoday Compatible with iPhone 11 Pro Case, Back Case Blue Flowers Girls Woman and Soft Bumper Silicone Slim Shockproof Case for iPhone 11 Pro (5.8 inch)  ",4.4 out of 5 stars,972,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A025357020P8QFQ73EXGP&qualifier=1669651123&id=5564781307223849&widgetName=sp_atf_next&url=%2FBravoday-Compatible-Flowers-Silicone-Shockproof%2Fdp%2FB09XDWJCLX%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dvivo%2Bs1%2Bpro%2Bback%2Bcase%26qid%3D1669651123%26sr%3D8-49-spons%26psc%3D1
TIYA Case Clear for Huawei Y6s / Y6 2019 TPU Four Corners Cover Transparent Soft  ,4.7 out of 5 stars,648,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03054912OLTT0XCXPN96&qualifier=1669651123&id=5564781307223849&widgetName=sp_atf_next&url=%2FY6-Pro-Prime-Corners-Transparent%2Fdp%2FB07PMNWZ2P%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dvivo%2Bs1%2Bpro%2Bback%2Bcase%26qid%3D1669651123%26sr%3D8-50-spons%26psc%3D1
