Product Name,Price,Rating,link
MAHAVEER TRADERS Exclusive Edition M19 Wireless Headpho...,631,4.5,https://www.flipkart.com/mahaveer-traders-exclusive-m19-wireless-headphone-powebank-bluetooth-headset/product-reviews/itm1b06c11b5835f?pid=ACCGZCY5NFWYH98F&lid=LSTACCGZCY5NFWYH98FQ3XJ4I&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZCY5NFWYH98F.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE i12 Sports/Gym/Running Bluetooth earphone Wire...,599,4.5,https://www.flipkart.com/flixwise-i12-sports-gym-running-bluetooth-earphone-wireless-mic-earbuds-headset/product-reviews/itm45f8ac0e5eb2f?pid=ACCGZHYTPTUKCYAN&lid=LSTACCGZHYTPTUKCYANEN032Z&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZHYTPTUKCYAN.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
"FLIXWISE TWS Earbuds Full Touch Control, HD Audio 24Hrs...",599,4.5,https://www.flipkart.com/flixwise-tws-earbuds-full-touch-control-hd-audio-24hrs-playtime-superfast-charging-bluetooth-headset/product-reviews/itm22d62004b571c?pid=ACCGNQRHNTZ3CG6K&lid=LSTACCGNQRHNTZ3CG6KIDBKMJ&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGNQRHNTZ3CG6K.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE i12 Bluetooth Headset,599,4.5,https://www.flipkart.com/flixwise-i12-bluetooth-headset/product-reviews/itm99ca471b657ae?pid=ACCGNZMYWDGHEGTK&lid=LSTACCGNZMYWDGHEGTKBIG1LN&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGNZMYWDGHEGTK.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE M10 TWS EarBuds Touch Control Bluetooth Headse...,649,4.5,https://www.flipkart.com/flixwise-m10-tws-earbuds-touch-control-bluetooth-headset/product-reviews/itm91fd97299465b?pid=ACCGNQMWUUXSPW5C&lid=LSTACCGNQMWUUXSPW5C0S8M3H&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGNQMWUUXSPW5C.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE i12 Sports/Gym/Running EARBUD earphone Wireles...,599,4.5,https://www.flipkart.com/flixwise-i12-sports-gym-running-earbud-earphone-wireless-mic-earbuds-music-game-bluetooth-headset/product-reviews/itmc437a575a23eb?pid=ACCGZT4GKZNYYEQV&lid=LSTACCGZT4GKZNYYEQVXXT7RP&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZT4GKZNYYEQV.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
Mestie i12Twins Bluetooth Headset Wireless Earbuds 22 B...,439,4.5,https://www.flipkart.com/mestie-i12twins-bluetooth-headset-wireless-earbuds-22/product-reviews/itm7379d00629af7?pid=ACCGMWJ4T8TNX6BY&lid=LSTACCGMWJ4T8TNX6BYWW9QZF&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGMWJ4T8TNX6BY.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE Air Buds True Wireless for Gym/sports/running ...,599,4.5,https://www.flipkart.com/flixwise-air-buds-true-wireless-gym-sports-running-bluetooth-headset/product-reviews/itm5434559e6ee7d?pid=ACCGZSJDGUVYEYTA&lid=LSTACCGZSJDGUVYEYTAGYOP7Y&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZSJDGUVYEYTA.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
TRUETAG Earbuds M19 PRO with Power Bank Upto 150 Hours ...,704,4.5,https://www.flipkart.com/truetag-earbuds-m19-pro-power-bank-upto-150-hours-playback-bluetooth-headset/product-reviews/itm8badc7209049b?pid=ACCGMBG9H6WQ9NDP&lid=LSTACCGMBG9H6WQ9NDPX93GIE&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGMBG9H6WQ9NDP.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
TRUETAG Newly Launched Gaming Headsets M90 Pro TWS Blue...,749,4.5,https://www.flipkart.com/truetag-newly-launched-gaming-headsets-m90-pro-tws-bluetooth-earphone-headset/product-reviews/itm9badc037af732?pid=ACCGMBDQWHAK6Z5H&lid=LSTACCGMBDQWHAK6Z5HZRMDK5&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGMBDQWHAK6Z5H.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE i12 Sports/Gym/Running Bluetooth earphone Wire...,599,4.5,https://www.flipkart.com/flixwise-i12-sports-gym-running-bluetooth-earphone-wireless-mic-earbuds-handset-headset/product-reviews/itmfbd964beaf024?pid=ACCGZHYTWQJRHCHZ&lid=LSTACCGZHYTWQJRHCHZSGLYG8&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZHYTWQJRHCHZ.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
Rudra Tech M10 Earbuds With 2000mAh Power Bank & ASAP C...,548,4.5,https://www.flipkart.com/rudra-tech-m10-earbuds-2000mah-power-bank-asap-charge-upto-300hrs-playtime-bluetooth-gaming-headset/product-reviews/itmd2e0d49301f7d?pid=ACCGZR8RZ4PTUXNH&lid=LSTACCGZR8RZ4PTUXNHN7SV83&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZR8RZ4PTUXNH.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
Mestie i12 tws earpods Bluetooth Headset 91 Bluetooth H...,449,4.5,https://www.flipkart.com/mestie-i12-tws-earpods-bluetooth-headset-91/product-reviews/itm2dc28d05daef5?pid=ACCGMWCGMXWZNEZE&lid=LSTACCGMWCGMXWZNEZEBXLTFV&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGMWCGMXWZNEZE.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
JaiDr I12 inpods New version 2023 with High quality of ...,697,4.5,https://www.flipkart.com/jaidr-i12-inpods-new-version-2023-high-quality-sound-bluetooth-headset/product-reviews/itma9ec882b2e6d9?pid=ACCGN33DEWPKSVTK&lid=LSTACCGN33DEWPKSVTKIJYRXZ&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGN33DEWPKSVTK.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
TRUETAG Headphone Earbuds M90 PRO with Power Bank Upto ...,709,4.5,https://www.flipkart.com/truetag-headphone-earbuds-m90-pro-power-bank-upto-150-hours-playback-bluetooth-headset/product-reviews/itm4806ebde7add9?pid=ACCGMBDQRCPYBCGZ&lid=LSTACCGMBDQRCPYBCGZ5WGJS0&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGMBDQRCPYBCGZ.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE Earbuds M10 Upto 48 Hours Playback with Power-...,659,4.5,https://www.flipkart.com/flixwise-earbuds-m10-upto-48-hours-playback-power-bank-asap-charge-wireless-bluetooth-headset/product-reviews/itm5643be0ae5a7e?pid=ACCGZT4GSSKSXNWA&lid=LSTACCGZT4GSSKSXNWAFOQRGD&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZT4GSSKSXNWA.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
MAGENESE EARFONE MOBILE BUDS M19TWS WIRELESS WITH POWER...,599,4.5,https://www.flipkart.com/magenese-earfone-mobile-buds-m19tws-wireless-powerbank-inbuilt-torch-bluetooth-headset/product-reviews/itmdf9636471db95?pid=ACCGZYKEFU9GJ4ZK&lid=LSTACCGZYKEFU9GJ4ZKZAU96A&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZYKEFU9GJ4ZK.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
delphine i12 black noise cancellation earbuds Bluetooth...,449,4.5,https://www.flipkart.com/delphine-i12-black-noise-cancellation-earbuds-bluetooth-headset/product-reviews/itm265fcb14c1d55?pid=ACCGZJCPDBE6NHPP&lid=LSTACCGZJCPDBE6NHPPPYCT4N&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGZJCPDBE6NHPP.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
FLIXWISE M28 Gaming Earbuds TWS with 300 Hours Palyback...,999,4.5,https://www.flipkart.com/flixwise-m28-gaming-earbuds-tws-300-hours-palyback-asap-charge-bluetooth-headset/product-reviews/itm10d8af3eaafae?pid=ACCGNQZF4DTMT7HH&lid=LSTACCGNQZF4DTMT7HHYOI4TV&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGNQZF4DTMT7HH.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
MAGENESE Premium M19 tws bluetooth 5.0 wireless Digital...,599,4.5,https://www.flipkart.com/magenese-premium-m19-tws-bluetooth-5-0-wireless-digital-display-13mm-drivers-headset/product-reviews/itmde530de63df55?pid=ACCGNX2KCD4P35FA&lid=LSTACCGNX2KCD4P35FAZVYPBC&marketplace=FLIPKART&q=airpods&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=bb9792fa-9360-436e-8fa6-f590cab17c83.ACCGNX2KCD4P35FA.SEARCH&ppt=None&ppn=None&ssid=xu5fgp8pc00000001683276262857&qH=b138a01d28163f61
